QuestionID,CodeWorkoutQuestionTitle,Max Score,X-WorkoutOfferingID,Description,Correct Question
1232, Hash Average Char Position,1.0,11573,"Write a function that computes a hash key for a string. The hash key is calculated by taking the average of the positions of each letter in the alphabet, then dividing this average by the size of the table. You can use the charPosition() function defined in the previous exercise for this calculation. The correct implementation is provided for you in this exercise. To compute the hash key: Examples:","public int hashAverage(String value, int size)
{
    int sum = 0;
	for (int i = 0; i < value.length(); i++) {
        sum += charPosition(value.charAt(i));
    }
    return (sum / value.length()) % size;
}
"
1268, Write JUnit test case for accessor method,1.0,11583,"Use this partial definition of a Student class to solve this exercise. And consider these lines of code that create three instances of Student objects. Write a JUnit test case that checks that (i.e., asserts) the futureCEO was born in 1955. In other words, it asserts that birth year is equal to 1955. You must access the futureCEO instance, and call the getBirthYear().","void testCEOBirthYear()
{
    // first simple test
    assertNotNull(futureCEO);
    // write your other test here
    assertEquals(1955,futureCEO.getBirthYear());
    
}
"
1269, Write JUnit test case for accessor method-2,1.0,11583,"Use this partial definition of a Student class to solve this exercise. And consider these lines of code that create three instances of Student objects. Write a JUnit test case that checks that the first coder was born earlier than the hidden engineer (i.e., the birth year for ""A Lovelace"" is less than the birth year for ""K Johnson"").","void testTwo()
{
    // first simple test
    assertNotNull(firstCoder);
    // write your other test here
    assertTrue(firstCoder.getBirthYear() < hiddenEngineer.getBirthYear());
    
}
"
1270, Write JUnit test case for accessor method-3,1.0,11583,Use this partial definition of a Student class to solve this exercise. And consider these lines of code that create three instances of Student objects. Write three asserts that ensure that none of the names of the students are null. Use assertNotNull() on each name.,"void testThree()
{
    // write your three test here
    assertNotNull(futureCEO.getName());
    assertNotNull(firstCoder.getName());
    assertNotNull(hiddenEngineer.getName());
}
"
1271, Write JUnit test case for accessor method-4,1.0,11583,"Use this partial definition of a Student class to solve this exercise. And consider these lines of code that create three instances of Student objects. Change the name of the future CEO to a full name using setName(). Then make two checks. First, make sure getName() returns something other than null. Then make sure that getName() returns the same string you used in the setName().","void testFour()
{
    // write your tests here
    Student futureCEO = new Student(""B Gates"", 1955);
    
    futureCEO.setName(""Bill Gates"");
    assertNotNull(futureCEO.getName());
    assertEquals(""Bill Gates"", futureCEO.getName());
    
}
"
1337, Complete compareTo() for last name,1.0,11593,"The Name class below implements the Comparable interface. You must complete the compareTo method. Complete the compareTo() method in the class above as described below. The method takes as a parameter another Name, named other.","public int compareTo(Name other)
{
    if (other == null) {
        return -1;
}
    int lastNameComparison =  this.last.compareTo(other.getLast());
    
   	if (lastNameComparison < 0) {
        return -1;
    } else if (lastNameComparison > 0) {
        return 1;
    } else {
        return 0;
    }
}
    
"
1338, Complete compareTo() for full name,1.0,11593,"The Name class below implements the Comparable interface. You must complete the compareTo method. Complete the compareTo() method in the class above as described below. The method takes as a parameter another Name, named other.","public int compareTo(Name other)
{
    if (other == null) {
        return -1;
}
    int lastNameComparison = this.last.compareTo(other.getLast());
    
    if (lastNameComparison < 0) {
        return -1;
    } else if (lastNameComparison > 0) {
        return 1;
    } else {
       
        int firstNameComparison = this.first.compareTo(other.getFirst());

        if (firstNameComparison < 0) {
            return -1;
        } else if (firstNameComparison > 0) {
            return 1;
        } else {
            return 0;
        }
    }
}
"
1340, Complete Comparator for last name,1.0,11593,"Use the Name class below. Note that this class does NOT implement the Comparable interface. For this problem you must complete a Comparator class_name definition implementing the comparison of first and last name. Since the Name class doesn't have implement a Comparable, you must write the full implementation of the comparison here. Complete the compare() method in the class above as described below. The method takes as a parameter two objects of type Name named o1 and o2.","public int compare(Name o1, Name o2)
{
    if (o1 == null && o2 == null) {
            return 0;
}
    if (o1 == null) {
            return -1;
    }
    if (o2 == null) {
            return 1;
        }
    
    int lastNameComparison = o1.getLast().compareTo(o2.getLast());
        
     if (lastNameComparison < 0) {
            return -1;
        } else if (lastNameComparison > 0) {
            return 1;
        } else {
            return 0;
        }
    }

"
1339, Complete Comparator for full names,1.0,11593,Use the Name class below. Note that this class does NOT implement the Comparable interface. For this problem you must complete the following class. Complete the compare() method in the class above as described below. The method takes as a parameter two objects of type Name named o1 and o2.,"public int compare(Name o1, Name o2)
{
    if (o1 == null && o2 == null) {
            return 0;
        }
        
       
        if (o1 == null) {
            return -1;
        }
        
       
        if (o2 == null) {
            return 1;
        }
    int lastNameComparison = o1.getLast().compareTo(o2.getLast());
        
        if (lastNameComparison < 0) {
            return -1;
        } else if (lastNameComparison > 0) {
            return 1;
        } else {
           
            int firstNameComparison = o1.getFirst().compareTo(o2.getFirst());
            
            if (firstNameComparison < 0) {
                return -1;
            } else if (firstNameComparison > 0) {
                return 1;
            } else {
                return 0;
            }
        }
    }


"
1341, Complete Comparator for two last names,1.0,11593,"Use the Name class below. Note that this class does NOT implement the Comparable interface. For this problem you must complete the following class. This class should compare properly people with two last name, like ""Perez Quinones."" The easiest way to accomplish this comparison is to remove any spaces in the names and then compare them as if they had a single word last name. So, ""Perez Quinones"" becomes ""PerezQuinones"". Note that there might be more than one space and in more than one location, that is not all spaces are contigous. All of these names should match with ""Perez Quinones"": ""Perez Quinones"", ""Pe rez Quino nes"". Complete the compare() method in the class above as described below. The method takes as a parameter two objects of type Name named o1 and o2.","public int compare(Name o1, Name o2)
{
    if (o1 == null && o2 == null) {
            return 0;
        }
        
        
        if (o1 == null) {
            return -1;
        }
        
       
        if (o2 == null) {
            return 1;
        }
        
      
        String lastName1 = o1.getLast().replace("" "", """");
        String lastName2 = o2.getLast().replace("" "", """");
        
    
        int lastNameComparison = lastName1.compareTo(lastName2);
        
        if (lastNameComparison < 0) {
            return -1;
        } else if (lastNameComparison > 0) {
            return 1;
        } else {
            return 0;
        }
    }


"
467, Generic Class Basics,1.0,11603,Using generics in your program can be very useful considering generic methods and generic classes can handle different datatypes. Practice using generics by completing the class Answer:,"public class Answer<T>
{
	private T value;
  

public void setValue(T newValue) {
	this.value = newValue;
}
public T getValue() {
	return this.value;
    }
}
"
1316, Rewrite with Generics,1.0,11603,"The code below is a binary search looking for an integer (search) in an array of integers (numbers). Rewrite the binarySearch using generic parameter E. The type of E extends a Comparable, that is it has the method compareTo() defined. Here is the definition without the code that you will write below. Examples:","public int binarySearch(E[] numbers, E search)
{
    int low = 0;
    int high = numbers.length -1;
    
    while (low <= high) {
         int mid = (low + high) / 2;
         int comparison = search.compareTo(numbers[mid]);
         
         if (comparison == 0) {
            return mid;  
         } else if (comparison < 0) {
            high = mid - 1;
         } else {
            low = mid + 1;
         }
      }

      return -1; 
   }
   

"
1273, Contains (with linear search),1.0,11613,"Complete the following contains method so it returns true if the value being searched is found in the array, or false otherwise. You must use a linear search to find the value. It is unspecified if the array is ordered or not, so assume it is not. Examples:","public boolean contains(int[] numbers, int search)
{
  // Iterate over all of the elements
  for (int num : numbers)
  {
    // if the number is at the current location
    if (num == search) { // then you found it
      return true ;
    }
  }

  // We made it here, thus we didn't find it.
  return false;
}
"
1272, Linear Search Return Index,1.0,11613,"Complete the following linear search method. Find the number search in the array numbers. If the number is found, return the index for the position. If the number is not found, return -1. It is unspecified if the array is ordered or not, so assume it is not. Examples:","public int linearSearch(int[] numbers, int search)
{
  // Iterate over all of the elements
  // searching for value
  // return index if found, -1 otherwise
  for (int i =0; i < numbers.length; i++) {
      if (numbers[i] == search) {
       return i;
      }
  }
   return -1; 
}
  
"
1275, Linear Search (Strings) Return Index,1.0,11613,"Complete the following linear search method. Find the string search in the array words. If the string is found, return the index for the position. If it is not found, return -1. It is unspecified if the array is ordered or not, so assume it is not. The comparison should be case insensitive (i.e., look up equalsIgnoreCase()). Examples:","public int linearSearch(String[] words, String search)
{
  // Iterate over all of the elements
  // searching for 'search'
  // return the index into words[] if found, -1 otherwise
  for (int i =0; i < words.length; i++ ) {
      if (words[i].equalsIgnoreCase(search)){
      return i;
      }
  }
  return -1;
}
"
1336, Linear Search (Strings) Return Object,1.0,11613,"Complete the following linear search method. Find the string search in the array words. If the string is found, return the string found. If it is not found, return null. It is unspecified if the array is ordered or not, so assume it is not. The comparison should be case insensitive (i.e., look up equalsIgnoreCase()). Examples:","public String linearSearch(String[] words, String search)
{
  // Iterate over all of the elements
  // searching for 'search'
  // return the element from words[] if found, null otherwise
    for (int i = 0; i < words.length; i++) {
        
        if (words[i].equalsIgnoreCase(search)) {
            return words[i];
        }
   }
    
   return null; 
}
"
1274, Linear Search in Ordered Array,1.0,11613,"Complete the following linear search method. Find the number search in the array numbers. If the number is found, return the index for the position. If the number is not found, return the index of the last position checked. The array is sorted in increasing value (lower values appear first), thus your routine must stop once the code has deterrmined the value is not there. Examples:","public int linearSearch(int[] numbers, int search)
{
  for (int i = 0; i < numbers.length; i++) {
      if (numbers[i] ==  search) {
          return i;
      }
      else if (numbers[i] > search) {
          return i;
          
      }
  }
    
  return -1;
  
}
"
1223, Binary Search (int),1.0,11613,"Complete the following binary search method on integers. Find the number search in the array numbers. Return the index of the element if found, -1 if the number is not found. You may assume the array is properly ordered. Examples:","public int binarySearch(int[] numbers, int search)
{
  int low = 0; // low range
  int high = numbers.length -1; // high range 
  int mid; //mid range

  while (low <= high)  // while low is less than or equal to high
  {
    mid = low + (high - low) / 2; // set the middle index

    // if the number at mid is what we are looking for
    if (numbers[mid] == search) { // found it
      return mid;
    }
    // else if the number at mid ...
    else if (numbers[mid] < search) { 
        low = mid + 1;
        // change the range to 1/2 of the array
    }
    else
    {
      high = mid -1;  // change the range to the OTHER 1/2 of the array
    }     
  }

  // We are done, thus we didn't find it.
  return -1;
}
"
6, helloName,5.0,11633,"Write a function in Java that implements the following logic: Given a string name, e.g. ""Bob"", return a greeting of the form ""Hello Bob!"".","public String helloName(String name)
{
   return ""Hello "" + name + ""!"";
}
"
669, Sum 2 integers,5.0,11633,"Given two integers a and b passed as arguments to sumints, return the sum of their values. Examples:","int sumints(int a, int b)
{
   return a+b;
}
"
466, Sorting - Fix Selection Sort,1.0,11643,"The following method is a Selection Sort method. Within the method, there is an error on one line. You job is to find that line and fix that one error so that the method may work properly. You will need to understand exactly how a selection sort method works. Examples:","public int[] selectionSort(int[] array) {
  for (int i = 0; i < array.length - 1; i++) {
   int min = array[i];
   int minIndex = i;
     for (int j = i + 1; j < array.length; j++) {
       if (min > array[j]) {
         min = array[j];
         minIndex = j;
         }
      }
     if (minIndex != i) {
       array[minIndex] = array[i];
       array[i] = min;
     }
    }
  return array;
}
"
1067, Complete Bubble Sort,1.0,11643,"Given the code for the bubble sort below, provide the lines that swap the values j - 1 and j. This bubble sort orders an array of E using the compareTo() method that is already defined in the E class. Your job is to just write the lines of code that will swap the values at elems[j-1] and elems[j].","public void bubbleSort(E[] elems) {
    for (int i = 0; i < elems.length - 1; i++) {
        for (int j = 1; j < elems.length - i; j++) {
            if (elems[j - 1].compareTo(elems[j]) > 0) {
                // swap elements at j-1 and j
                E temp = elems[j - 1];
                elems[j - 1] = elems[j];
                elems[j] = temp;
            }
        }
    }
}
"
1209, Insertion Sort with Comparable,1.0,11643,Complete the sort method below. It implements the insertion sort algorithm discussed in the OpenDSA book. You must use the Comparable interface to compare values and swap them if necessary.,"public void insertionSort(T[] values) 
{
    for (int i = 1; i < values.length; i++) 
    {
        for (int j = i; j > 0; j--) 
        {
            if (values[j].compareTo(values[j - 1]) < 0) 
            {
                // Swap values[j] and values[j - 1]
                T temp = values[j];
                values[j] = values[j - 1];
                values[j - 1] = temp;
            } else 
            {
                break;
            }
        }
    }
}
"
1057, ArrayQueue - constructor,1.0,11663,"In this first problem, you will declare the instance variable named 'list' of type ArrayList<E>. YOU MUST call this instance variable list. In the constructor, instantiate the list by creating a new ArrayList<E>. The clear() method should just also create a new list as a way to initialized it. You can assume the class definition is there for you: You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","// 1. Define instance variable here, name it list
ArrayList<E> list;
//
// Constructor
public ArrayQueue()
{
  // 2. Create new instance
  list = new ArrayList<E>();
}
public void clear()
{
  // 3. Empty the list that holds the values
  // for the queue
  list.clear();
}
"
1058, ArrayQueue - enqueue(),1.0,11663,"In this second problem, you will complete the enqueue method. This method adds an element to the end of the instance variable (list)you created in the previous problem. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public boolean enqueue(E it)
{
  // 1. Add an element to the list on rear.
  // 2. Return true if the object was added correctly
  return list.add(it);
}
"
1059, ArrayQueue - dequeue(),1.0,11663,"In this third problem, you will complete the dequeue method. This method removes an element from the front of the queue. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public E dequeue()
{
  // 1. Remove the first element in the queue.
  
  // 2. Return said element
  if (list.isEmpty()) return null;
  return list.remove(0);
}
"
1060, ArrayQueue - numElements(),1.0,11663,"In this fourth problem, you will complete the numElements method. This method returns the number of elements stored in the queue. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public int numElements()
{
  // 1. Return the number of elements stored
  return list.size();
}
"
1061, ArrayQueue - isEmpty(),1.0,11663,"In this fifth problem, you will complete the isEmpty method. This method returns true if the internal queue is empty. Define this method by calling the numElements() method. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public boolean isEmpty()
{
  // 1. Return true if the queue is empty
  return list.size()==0;
}
"
1002, Remove First Two,1.0,11673,Use this interface definition to solve this problem. Write a method to remove the first two elements in the queue. Make sure you use the interface from above. You should check that queue is not null and it has more than 2 elements.,"void removeFirstTwo(QueueADT<String> queue)
{
    if (queue != null && queue.numElements() > 2) {
        queue.dequeue();
        queue.dequeue();
    }
}
"
1003," Remove First Two, Then Add Three",1.0,11673,"Use this interface definition to solve this problem. Write a method to remove the first two elements and add three new elements to a queue. You should check that queue is not null and it has more than 2 elements. Add the following three elements, in this order: ""A"", ""B"" and ""C"". Make sure you use the interface from above.","void removeFirst2Add3(QueueADT<String> queue)
{
    if (queue != null && queue.numElements() > 2) {
        queue.dequeue();
        queue.dequeue();
        queue.enqueue(""A"");
        queue.enqueue(""B"");
        queue.enqueue(""C"");
    }
}
"
1004, Remove First n,1.0,11673,"Use this interface definition to solve this problem. Write a method to remove the first n elements from a queue. You should check that queue is not null and it has more than n elements. If queue is null, it should do nothing. If the queue has less than n elements, it should remove all the elements in the queue. Make sure you use the interface from above.","void removeFirstN(QueueADT<String> queue, int n)
{
   if (queue != null) {
        if (n > queue.numElements()) {
            n = queue.numElements();  
        }
        for (int i = 0; i < n; i++) {
            queue.dequeue();
        }
    }
}
"
1005, Move Front to Back,1.0,11673,"Use this interface definition to solve this problem. Write a method to move the first element from a queue to the back of the list. You should check that the queue is not null and it has more than 1 element. If queue is null or if the queue has less than 2 elements, it should do nothing. (Think about it, if the queue has less than 2, the front of the queue is also the tail element, so moving front to back makes no difference) Make sure you use the interface from above.","void moveToBack(QueueADT<String> queue)
{
    if (queue != null && queue.numElements() > 1) {
        String frontElement = queue.frontValue();
        queue.dequeue();
        queue.enqueue(frontElement);
    }
        
}
"
